Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,17072026,1706432445,0003099
Trade Date <17-JUL-2026>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1621,LAGNAM,EQ,47502,31196,65.67
20,1622,LAHOTIOV,EQ,775,685,88.39
20,1623,LAKSHYA,ST,7200,7200,100.00
20,1624,LAL,EQ,15536,12644,81.39
20,1625,LALPATHLAB,EQ,212534,97556,45.90
20,1626,LAMBODHARA,EQ,10722,7861,73.32
20,1627,LAMOSAIC,ST,48600,47400,97.53
20,1628,LANCORHOL,EQ,113499,40177,35.40
20,1629,LANDMARK,EQ,4269062,488338,11.44
20,1630,LANDSMILL,EQ,2615881,1143469,43.71
20,1631,LAOPALA,EQ,223317,145926,65.34
20,1632,LASA,EQ,32791,24776,75.56
20,1633,LASERPOWER,EQ,8020732,2731834,34.06
20,1634,LATENTVIEW,EQ,2065133,589070,28.52
20,1635,LAURUSLABS,EQ,1011017,528070,52.23
20,1636,LAXMICOT,EQ,3625,3129,86.32
20,1637,LAXMIDENTL,EQ,50102,30978,61.83
20,1638,LCCINFOTEC,EQ,44433,29194,65.70
20,1639,LEMERITE,EQ,619256,438338,70.78
20,1640,LEMONTREE,EQ,2752957,1455775,52.88
20,1641,LENSKART,EQ,6069741,3278470,54.01
20,1642,LEXUS,EQ,133883,83116,62.08
20,1643,LFIC,EQ,678,430,63.42
20,1644,LGBBROSLTD,EQ,20821,10667,51.23
20,1645,LGEINDIA,EQ,187460,105920,56.50
20,1646,LGHL,EQ,25680,3855,15.01
20,1647,LIBAS,EQ,10224,8950,87.54
20,1648,LIBERTSHOE,EQ,1788117,156360,8.74
20,1649,LICHSGFIN,EQ,698630,328126,46.97
20,1650,LICI,EQ,5966445,3800384,63.70
20,1651,LICMFGOLD,EQ,268892,199971,74.37
20,1652,LICNETFGSC,EQ,6302,5587,88.65
20,1653,LICNETFN50,EQ,1459,757,51.88
20,1654,LICNETFSEN,EQ,35,35,100.00
20,1655,LICNFNHGP,EQ,429,73,17.02
20,1656,LICNMID100,EQ,6244,6061,97.07
20,1657,LIKHITHA,EQ,31043,17271,55.64
20,1658,LINC,EQ,16057,9447,58.83
20,1659,LINCOLN,EQ,20436,13586,66.48
20,1660,LINDEINDIA,EQ,10701,5163,48.25
20,1661,LIQGRWBEES,EQ,120257,115578,96.11
20,1662,LIQUID,EQ,66168,34912,52.76
20,1663,LIQUID1,EQ,1075786,769414,71.52
20,1664,LIQUIDADD,EQ,398046,256183,64.36
20,1665,LIQUIDBEES,EQ,3514326,2675883,76.14
20,1666,LIQUIDBETF,EQ,221995,157525,70.96
20,1667,LIQUIDCASE,EQ,18043132,14568557,80.74
20,1668,LIQUIDETF,EQ,94090,72413,76.96
20,1669,LIQUIDIETF,EQ,195064,153992,78.94
20,1670,LIQUIDPLUS,EQ,105350,71755,68.11
20,1671,LIQUIDSBI,EQ,1562,1559,99.81
20,1672,LIQUIDSHRI,EQ,4494,4250,94.57
20,1673,LLOYDS,ST,1000,1000,100.00
20,1674,LLOYDSENGG,EQ,7570636,2521903,33.31
20,1675,LLOYDSENT,EQ,6453126,1473871,22.84
20,1676,LLOYDSME,EQ,662493,279583,42.20
20,1677,LMW,EQ,3545,1868,52.69
20,1678,LODHA,EQ,1143368,504413,44.12
20,1679,LORDSCHLO,EQ,34162,21336,62.46
20,1680,LOTUSDEV,EQ,241996,137371,56.77
20,1681,LOTUSEYE,EQ,10254,5478,53.42
20,1682,LOVABLE,EQ,4727,3161,66.87
20,1683,LOWVOL,EQ,72616,72610,99.99
20,1684,LOWVOL1,EQ,1290358,1139417,88.30
20,1685,LOWVOLIETF,EQ,906423,577822,63.75
20,1686,LOYALTEX,EQ,1877,1819,96.91
20,1687,LPDC,EQ,7085,4992,70.46
20,1688,LRRPL,SM,34500,34500,100.00
20,1689,LT,EQ,1942610,1027247,52.88
20,1690,LTF,EQ,1913114,529335,27.67
20,1691,LTFOODS,EQ,298024,126257,42.36
20,1692,LTGILTBEES,EQ,943760,812768,86.12
20,1693,LTGILTCASE,EQ,186372,176399,94.65
20,1694,LTM,EQ,373867,122010,32.63
20,1695,LTTS,EQ,225445,74313,32.96
20,1696,LUMAXIND,EQ,17078,8322,48.73
20,1697,LUMAXTECH,EQ,299513,164576,54.95
20,1698,LUPIN,EQ,678414,420669,62.01
20,1699,LUXIND,EQ,15561,7949,51.08
20,1700,LXCHEM,EQ,2284914,776657,33.99
20,1701,M&M,EQ,1627877,874600,53.73
20,1702,M&MFIN,EQ,1837046,891943,48.55
20,1703,MAANALU,EQ,48721,31827,65.33
20,1704,MACOBSTECH,SM,28000,21600,77.14
20,1705,MACPOWER,EQ,12606,7012,55.62
20,1706,MADHAV,EQ,775,376,48.52
20,1707,MADHAVBAUG,ST,4800,4800,100.00
20,1708,MADHAVIPL,EQ,305403,265144,86.82
20,1709,MADHUSUDAN,ST,71000,62000,87.32
20,1710,MADRASFERT,EQ,118123,62590,52.99
20,1711,MAFANG,EQ,492051,407063,82.73
20,1712,MAFATIND,EQ,35969,24305,67.57
20,1713,MAGADSUGAR,EQ,29824,14761,49.49
20,1714,MAGNUM,EQ,20817,19677,94.52
20,1715,MAGSON,ST,6000,4000,66.67
20,1716,MAHABANK,EQ,7153493,2897869,40.51
20,1717,MAHAPEXLTD,EQ,3213,2370,73.76
20,1718,MAHASTEEL,EQ,9990,5103,51.08
20,1719,MAHEPC,EQ,202567,104181,51.43
20,1720,MAHICKRA,SM,1500,1500,100.00
20,1721,MAHKTECH,EQ,454110,454110,100.00
20,1722,MAHLIFE,EQ,79248,49559,62.54
20,1723,MAHLOG,EQ,164352,76822,46.74
20,1724,MAHSCOOTER,EQ,2254,1295,57.45
20,1725,MAHSEAMLES,EQ,59723,30654,51.33
20,1726,MAITHANALL,EQ,27545,16623,60.35
20,1727,MAITREYA,SM,5600,3200,57.14
20,1728,MAJESAUT,EQ,9999,5951,59.52
20,1729,MAKEINDIA,EQ,20678,17269,83.51
20,1730,MAKS,SM,4500,4500,100.00
20,1731,MAL,SM,8000,6400,80.00
20,1732,MALLCOM,EQ,1880,1563,83.14
20,1733,MALUPAPER,EQ,12856,7657,59.56
20,1734,MAMATA,EQ,72453,35206,48.59
20,1735,MANAKALUCO,EQ,231731,62145,26.82
20,1736,MANAKCOAT,EQ,658707,286649,43.52
20,1737,MANAKSIA,EQ,10216,5666,55.46
20,1738,MANALIPETC,EQ,341246,198389,58.14
20,1739,MANAPPURAM,EQ,2172582,774344,35.64
20,1740,MANAV,SM,4000,4000,100.00
20,1741,MANBA,EQ,173500,115505,66.57
20,1742,MANCREDIT,EQ,296075,67802,22.90
20,1743,MANGALAM,EQ,11316,9762,86.27
20,1744,MANGLMCEM,EQ,112798,73295,64.98
20,1745,MANINDS,EQ,188176,116728,62.03
20,1746,MANINFRA,EQ,278584,106194,38.12
20,1747,MANKIND,EQ,361947,178439,49.30
20,1748,MANOMAY,EQ,116570,24078,20.66
20,1749,MANORAMA,EQ,81560,38571,47.29
20,1750,MANUFGBEES,EQ,1261,1044,82.79
20,1751,MANYAVAR,EQ,194401,100542,51.72
20,1752,MAPMYINDIA,EQ,270114,112964,41.82
20,1753,MARATHON,EQ,63497,44068,69.40
20,1754,MARC,ST,85200,78000,91.55
20,1755,MARCO,SM,3000,3000,100.00
20,1756,MARICO,EQ,2039711,1417594,69.50
20,1757,MARINE,EQ,384424,172951,44.99
20,1758,MARKOLINES,EQ,1085125,132776,12.24
20,1759,MARKSANS,EQ,1411635,601322,42.60
20,1760,MARSONS,EQ,658241,205852,31.27
20,1761,MARUTI,EQ,237330,101370,42.71
20,1762,MASFIN,EQ,104656,58492,55.89
20,1763,MASON,SM,279000,277000,99.28
20,1764,MASPTOP50,EQ,226843,217127,95.72
20,1765,MASTEK,EQ,138776,84448,60.85
20,1766,MASTER,SM,6000,4500,75.00
20,1767,MASTERTR,EQ,685144,203653,29.72
20,1768,MATRIMONY,EQ,4635,3571,77.04
20,1769,MAXESTATES,EQ,164050,90132,54.94
20,1770,MAXHEALTH,EQ,1617983,1017286,62.87
20,1771,MAXIND,EQ,21566,10969,50.86
20,1772,MAXPOSURE,SM,6000,5000,83.33
20,1773,MAXVOLT,ST,24800,24000,96.77
20,1774,MAYASHEEL,SM,15000,12000,80.00
20,1775,MAYURUNIQ,EQ,219652,85240,38.81
20,1776,MAZDOCK,EQ,555651,169233,30.46
20,1777,MBAPL,EQ,1264418,736445,58.24
20,1778,MBEL,EQ,134373,42334,31.50
20,1779,MCCHRLS-B,EQ,102,57,55.88
20,1780,MCL,EQ,23704,17383,73.33
20,1781,MCLOUD,EQ,2384088,669588,28.09
20,1782,MCON,SM,2000,2000,100.00
20,1783,MCX,EQ,2000089,1227866,61.39
20,1784,MDL,ST,18000,18000,100.00
20,1785,MEDANTA,EQ,58569,29206,49.87
20,1786,MEDIASSIST,EQ,77505,48420,62.47
20,1787,MEDICAMEQ,EQ,7168,4583,63.94
20,1788,MEDICO,EQ,83258,65672,78.88
20,1789,MEDIORG,SM,6000,6000,100.00
20,1790,MEDISTEP,SM,15000,15000,100.00
20,1791,MEDPLUS,EQ,68286,43275,63.37
20,1792,MEESHO,EQ,11720522,3940637,33.62
20,1793,MEGAFLEX,SM,1000,1000,100.00
20,1794,MEGASTAR,EQ,35661,8865,24.86
20,1795,MEGATHERM,SM,11200,8400,75.00
20,1796,MENNPIS,EQ,96872,46182,47.67
20,1797,MERCANTILE,EQ,15005,4575,30.49
20,1798,METAL,EQ,1784829,928825,52.04
20,1799,METALIETF,EQ,6431705,3366939,52.35
20,1800,METROBRAND,EQ,270713,77514,28.63
20,1801,METROGLOBL,EQ,556,452,81.29
20,1802,METROPOLIS,EQ,325071,169216,52.06
20,1803,MFML,EQ,4024,2675,66.48
20,1804,MFSL,EQ,713068,489675,68.67
20,1805,MGL,EQ,168186,78778,46.84
20,1806,MGSL,SM,7200,6000,83.33
20,1807,MHHL,SM,3000,3000,100.00
20,1808,MHLXMIRU,EQ,6019,4259,70.76
20,1809,MHRIL,EQ,111034,72535,65.33
20,1810,MID150,EQ,195958,23240,11.86
20,1811,MID150BEES,EQ,731248,461120,63.06
20,1812,MID150CASE,EQ,903941,485277,53.68
20,1813,MIDCAP,EQ,320097,182934,57.15
20,1814,MIDCAPADD,EQ,1105,685,61.99
20,1815,MIDCAPBETA,EQ,2170,1855,85.48
20,1816,MIDCAPETF,EQ,10552410,9010916,85.39
20,1817,MIDCAPIETF,EQ,1034954,538872,52.07
20,1818,MIDHANI,EQ,504035,209659,41.60
20,1819,MIDQ50ADD,EQ,22809,16946,74.30
20,1820,MIDSELIETF,EQ,178048,114565,64.35
20,1821,MIDSMALL,EQ,328044,207809,63.35
20,1822,MIDWESTLTD,EQ,9181,4676,50.93
20,1823,MINDACORP,EQ,189418,92043,48.59
20,1824,MINDSPACE,RR,92529,82591,89.26
20,1825,MINDTECK,EQ,135554,54505,40.21
20,1826,MIRZAINT,EQ,3450128,632852,18.34
20,1827,MITTAL,EQ,97141,62737,64.58
20,1828,MKPL,EQ,103760,74093,71.41
20,1829,MMFL,EQ,127940,70523,55.12
20,1830,MMP,EQ,36541,17969,49.17
20,1831,MMTC,EQ,1094121,432919,39.57
20,1832,MNC,EQ,38662,25282,65.39
20,1833,MOALPHA50,EQ,33218,31794,95.71
20,1834,MOBANK10,EQ,40954,22848,55.79
20,1835,MOBIKWIK,EQ,1487760,541090,36.37
20,1836,MOBILISE,ST,3200,3200,100.00
20,1837,MOCAPITAL,EQ,955786,466994,48.86
20,1838,MODEFENCE,EQ,1032041,557151,53.99
20,1839,MODIRUBBER,EQ,502,326,64.94
20,1840,MODIS,EQ,3995,3656,91.51
20,1841,MODTHREAD,EQ,1838,1536,83.57
20,1842,MOENERGY,EQ,148701,97656,65.67
20,1843,MOGOLD,EQ,22439,6319,28.16
20,1844,MOGSEC,EQ,956,565,59.10
20,1845,MOHEALTH,EQ,80318,60872,75.79
20,1846,MOHITIND,EQ,3130,2328,74.38
20,1847,MOIL,EQ,301892,102987,34.11
20,1848,MOINFRA,EQ,1255,877,69.88
20,1849,MOIPO,EQ,1526,1130,74.05
20,1850,MOKSH,EQ,40682,28080,69.02
20,1851,MOL,EQ,304790,178340,58.51
20,1852,MOLDTECH,EQ,12618,9483,75.15
20,1853,MOLDTKPAC,EQ,20744,11790,56.84
20,1854,MOLOWVOL,EQ,6668,6219,93.27
20,1855,MOM100,EQ,303882,168942,55.59
20,1856,MOM30IETF,EQ,21616393,18949334,87.66
20,1857,MOM50,EQ,5545,4580,82.60
20,1858,MOMENTUM,EQ,103464,83347,80.56
20,1859,MOMENTUM30,EQ,107176,101660,94.85
20,1860,MOMENTUM50,EQ,562585,324848,57.74
20,1861,MOMGF,EQ,219,219,100.00
20,1862,MOMIDMTM,EQ,91762,81778,89.12
20,1863,MOMNC,EQ,76,45,59.21
20,1864,MOMOMENTUM,EQ,40036,24321,60.75
20,1865,MON100,EQ,444480,409687,92.17
20,1866,MON50EQUAL,EQ,6949,6033,86.82
20,1867,MONARCH,EQ,211116,162373,76.91
20,1868,MONEXT50,EQ,2124,1766,83.15
20,1869,MONEYBOXX,EQ,16654,4554,27.34
20,1870,MONIFTY100,EQ,68808,68709,99.86
20,1871,MONIFTY500,EQ,1049948,866509,82.53
20,1872,MONOLITH,SM,25250,18500,73.27
20,1873,MONOPHARMA,SM,6000,4000,66.67
20,1874,MONQ50,EQ,23927,23927,100.00
20,1875,MONTECARLO,EQ,27448,12942,47.15
20,1876,MOPSE,EQ,1806,1504,83.28
20,1877,MOQUALITY,EQ,3467,3466,99.97
20,1878,MOREALTY,EQ,752973,401870,53.37
20,1879,MOREPENLAB,EQ,7705689,2711093,35.18
20,1880,MOS,ST,568000,560000,98.59
20,1881,MOSCHIP,EQ,3996598,1330662,33.29
20,1882,MOSERVICE,EQ,6758,6758,100.00
20,1883,MOSILVER,EQ,111138,45061,40.55
20,1884,MOSMALL250,EQ,2014238,1146708,56.93
20,1885,MOTHERSON,EQ,14704640,7896973,53.70
20,1886,MOTILALOFS,EQ,474373,153114,32.28
20,1887,MOTISONS,EQ,5588312,1204776,21.56
20,1888,MOTOUR,EQ,16421,12786,77.86
20,1889,MOVALUE,EQ,145834,102942,70.59
20,1890,MOXSH,ST,24000,24000,100.00
20,1891,MPEL,ST,9600,9600,100.00
20,1892,MPHASIS,EQ,704251,427537,60.71
20,1893,MPSLTD,EQ,46106,20187,43.78
20,1894,MRF,EQ,9004,4316,47.93
20,1895,MRIL,ST,9600,9600,100.00
20,1896,MRPL,EQ,49682498,5222363,10.51
20,1897,MSCI360,EQ,10285,10226,99.43
20,1898,MSCIADD,EQ,4716,4706,99.79
20,1899,MSCIINDIA,EQ,34048,28132,82.62
20,1900,MSPL,EQ,458315,302893,66.09
20,1901,MSTCLTD,EQ,643497,334444,51.97
20,1902,MSUMI,EQ,7665398,4609572,60.13
20,1903,MTNL,EQ,804632,423238,52.60
20,1904,MUFIN,EQ,864832,385793,44.61
20,1905,MUFTI,EQ,57906,28590,49.37
20,1906,MUKANDLTD,EQ,451938,178779,39.56
20,1907,MUKKA,EQ,149286,93655,62.74
20,1908,MULTICAP,EQ,246419,188364,76.44
20,1909,MUNISH,ST,61200,40800,66.67
20,1910,MUNJALAU,EQ,265924,102784,38.65
20,1911,MUNJALSHOW,EQ,28554,19209,67.27
20,1912,MURUDCERA,EQ,15533,14566,93.77
20,1913,MUTHOOTCAP,EQ,90222,34772,38.54
20,1914,MUTHOOTFIN,EQ,551166,249794,45.32
20,1915,MUTHOOTMF,EQ,273190,129645,47.46
20,1916,MVGJL,EQ,134365,77442,57.64
20,1917,MVKAGRO,SM,21300,17400,81.69
20,1918,MWL,EQ,377771,161996,42.88
20,1919,MYMUDRA,SM,4800,3600,75.00
20,1920,NACLIND,EQ,565062,204524,36.19
20,1921,NAGREEKEXP,EQ,6279,5784,92.12
20,1922,NAHARCAP,EQ,227,160,70.48
20,1923,NAHARINDUS,EQ,6705,4917,73.33
20,1924,NAHARPOLY,EQ,12627,3500,27.72
20,1925,NAM-INDIA,EQ,816780,356868,43.69
20,1926,NAMAN,SM,2400,2400,100.00
20,1927,NAMOEWASTE,ST,8800,8800,100.00
20,1928,NARMADA,EQ,4727403,1169148,24.73
20,1929,NATCAPSUQ,EQ,1017,865,85.05
20,1930,NATCOPHARM,EQ,338307,178089,52.64
20,1931,NATHBIOGEN,EQ,8491,6203,73.05
20,1932,NATIONALUM,EQ,11229123,6524307,58.10
20,1933,NATIONSTD,EQ,1351,1351,100.00
20,1934,NAUKRI,EQ,1669004,1046544,62.70
20,1935,NAVA,EQ,325691,169464,52.03
20,1936,NAVINFLUOR,EQ,87542,55146,62.99
20,1937,NAVKARCORP,EQ,8448476,1695531,20.07
20,1938,NAVNETEDUL,EQ,227619,114961,50.51
20,1939,NAZARA,EQ,2329633,1234255,52.98
20,1940,NBCC,EQ,8122036,1406557,17.32
20,1941,NBIFIN,EQ,545,336,61.65
20,1942,NCC,EQ,2565797,1691717,65.93
20,1943,NCLIND,EQ,35118,20789,59.20
20,1944,NDGL,EQ,142,124,87.32
20,1945,NDL,EQ,432400,275796,63.78
20,1946,NDLVENTURE,EQ,8670,7518,86.71
20,1947,NDRAUTO,EQ,16002,9021,56.37
20,1948,NDTV,EQ,127617,60596,47.48
20,1949,NELCAST,EQ,133959,71840,53.63
20,1950,NELCO,EQ,233822,55907,23.91
20,1951,NEOCHEM,ST,19200,18000,93.75
20,1952,NEOGEN,EQ,184996,83788,45.29
20,1953,NEPHROCARE,ST,2000,2000,100.00
20,1954,NEPHROPLUS,EQ,66494,40850,61.43
20,1955,NEPTUNE,SM,2500,2500,100.00
20,1956,NESCO,EQ,30465,18459,60.59
20,1957,NESTLEIND,EQ,1433884,834333,58.19
20,1958,NETF,EQ,1578,1424,90.24
20,1959,NETWEB,EQ,398348,111364,27.96
20,1960,NETWORK18,EQ,4021912,1564439,38.90
20,1961,NEULANDLAB,EQ,40522,17197,42.44
20,1962,NEWGEN,EQ,6519608,587858,9.02
20,1963,NEWJAISA,ST,3000,3000,100.00
20,1964,NEXT30ADD,EQ,2161,1483,68.63
20,1965,NEXT50,EQ,12773,8262,64.68
20,1966,NEXT50ADD,EQ,667,588,88.16
20,1967,NEXT50BETA,EQ,161262,124199,77.02
20,1968,NEXT50ETF,EQ,2526,1877,74.31
20,1969,NEXT50IETF,EQ,2422408,2262146,93.38
20,1970,NEXTMEDIA,EQ,9955,6718,67.48
20,1971,NFL,EQ,539111,299183,55.50
20,1972,NFPSAMPOOR,SM,4000,4000,100.00
20,1973,NGLFINE,EQ,5127,2175,42.42
20,1974,NH,EQ,167206,103306,61.78
20,1975,NHIT,IV,250000,250000,100.00
20,1976,NHPC,EQ,8359461,5299174,63.39
20,1977,NIACL,EQ,654443,266779,40.76
20,1978,NIBE,EQ,51954,28197,54.27
20,1979,NIBL,EQ,50679,34341,67.76
20,1980,NIF100BEES,EQ,41882,36475,87.09
20,1981,NIF100IETF,EQ,58991,33972,57.59
20,1982,NIFTY1,EQ,88767,57063,64.28
20,1983,NIFTY100EW,EQ,17181,9574,55.72
20,1984,NIFTYADD,EQ,67621,63231,93.51
20,1985,NIFTYAXIS,EQ,6880,6408,93.14
20,1986,NIFTYBEES,EQ,7357065,4958946,67.40
20,1987,NIFTYBETA,EQ,16313,12686,77.77
20,1988,NIFTYBETF,EQ,2115,1811,85.63
20,1989,NIFTYCASE,EQ,620202,556827,89.78
20,1990,NIFTYETF,EQ,883239,833072,94.32
20,1991,NIFTYIETF,EQ,827327,512824,61.99
20,1992,NIFTYQLITY,EQ,74365,70080,94.24
20,1993,NIITLTD,EQ,382885,104060,27.18
20,1994,NIITMTS,EQ,86427,44798,51.83
20,1995,NIKITA,SM,4800,2400,50.00
20,1996,NILAINFRA,EQ,81732,56537,69.17
20,1997,NILASPACES,EQ,215987,146039,67.61
20,1998,NILE,EQ,3672,1754,47.77
20,1999,NILKAMAL,EQ,1670304,255191,15.28
20,2000,NIPPOBATRY,EQ,1457,899,61.70
20,2001,NIRAJISPAT,EQ,7,5,71.43
20,2002,NIRLON,EQ,12206,10448,85.60
20,2003,NIRMAN,SM,13800,13200,95.65
20,2004,NITCO,EQ,891647,411597,46.16
20,2005,NITINSPIN,EQ,54335,29251,53.83
20,2006,NITIRAJ,EQ,20420,15070,73.80
20,2007,NITTAGELA,EQ,20457,9678,47.31
20,2008,NIVABUPA,EQ,427286,238167,55.74
20,2009,NKIND,EQ,143,117,81.82
20,2010,NLCINDIA,EQ,1534785,859028,55.97
20,2011,NMDC,EQ,22681426,11359282,50.08
20,2012,NOCIL,EQ,274322,136745,49.85
20,2013,NORBTEAEXP,EQ,389,370,95.12
20,2014,NORTHARC,EQ,1255011,668690,53.28
20,2015,NOVARTIND,EQ,25137,11018,43.83
20,2016,NPBET,EQ,664,363,54.67
20,2017,NPST,EQ,198397,109483,55.18
20,2018,NRAIL,EQ,6493,3683,56.72
20,2019,NRBBEARING,EQ,486319,207966,42.76
20,2020,NRVANDANA,ST,12000,6000,50.00
20,2021,NSIL,EQ,1451,987,68.02
20,2022,NSLNISP,EQ,2321661,1166164,50.23
20,2023,NTPC,EQ,7612446,4826851,63.41
20,2024,NTPCGREEN,EQ,6434427,4284309,66.58
20,2025,NUCLEUS,EQ,17726,10399,58.67
20,2026,NURECA,EQ,55390,19496,35.20
20,2027,NUVAMA,EQ,216726,113233,52.25
20,2028,NUVOCO,EQ,3289732,1073193,32.62
20,2029,NV20,EQ,153005,131729,86.09
20,2030,NV20BEES,EQ,12434,6848,55.07
20,2031,NV20IETF,EQ,285016,193919,68.04
20,2032,NXST,RR,136428,116423,85.34
20,2033,NYKAA,EQ,4054644,2482604,61.23
20,2034,OAL,EQ,13626,10616,77.91
20,2035,OBCL,EQ,6869,6612,96.26
20,2036,OBEROIRLTY,EQ,763441,403844,52.90
20,2037,OBSCP,SM,114400,70000,61.19
20,2038,OFSS,EQ,299599,123872,41.35
20,2039,OIL,EQ,2809397,1683085,59.91
20,2040,OILIETF,EQ,2805614,2123995,75.71
20,2041,OLAELEC,EQ,36286411,8200733,22.60
20,2042,OLECTRA,EQ,330801,118206,35.73
20,2043,OLIL,ST,2400,2000,83.33
20,2044,OMAXE,EQ,378828,118415,31.26
20,2045,OMINFRAL,EQ,2323656,289188,12.45
20,2046,OMNI,EQ,335709,144043,42.91
20,2047,OMPOWER,EQ,85807,50840,59.25
20,2048,ONDOOR,ST,21900,21000,95.89
20,2049,ONEPOINT,EQ,505924,259119,51.22
20,2050,ONESOURCE,EQ,190052,101407,53.36
20,2051,ONGC,EQ,6214332,3825896,61.57
20,2052,ONWARDTEC,EQ,229348,61159,26.67
20,2053,ONYX,ST,2000,2000,100.00
20,2054,OPTIEMUS,EQ,260640,135162,51.86
20,2055,OPTIVALUE,SM,64000,43200,67.50
20,2056,ORCHASP,EQ,421234,286284,67.96
20,2057,ORCHPHARMA,EQ,122223,49428,40.44
20,2058,ORIANA,SM,29400,20400,69.39
20,2059,ORICONENT,EQ,134654,95089,70.62
20,2060,ORIENTALTL,EQ,49824,29696,59.60
20,2061,ORIENTBELL,EQ,6224,2772,44.54
20,2062,ORIENTCEM,EQ,144399,65280,45.21
20,2063,ORIENTCER,EQ,49334,15921,32.27
20,2064,ORIENTELEC,EQ,99574,49963,50.18
20,2065,ORIENTHOT,EQ,335429,154043,45.92
20,2066,ORIENTLTD,EQ,2809,2456,87.43
20,2067,ORIENTPPR,EQ,61880,41423,66.94
20,2068,ORIENTTECH,EQ,980983,157300,16.03
20,2069,ORISSAMINE,EQ,4299,2425,56.41
20,2070,ORKLAINDIA,EQ,84399,71253,84.42
20,2071,OSELDEVICE,SM,37200,30400,81.72
20,2072,OSWALGREEN,EQ,82394,37078,45.00
20,2073,OSWALPUMPS,EQ,193391,88763,45.90
20,2074,OSWALSEEDS,EQ,29243,14968,51.18
20,2075,OWAIS,ST,10500,9600,91.43
20,2076,PACEDIGITK,EQ,1532743,700019,45.67
20,2077,PAGEIND,EQ,18420,8549,46.41
20,2078,PAISALO,EQ,53207306,10502167,19.74
20,2079,PAKKA,EQ,57323,40786,71.15
20,2080,PALASHSECU,EQ,494,482,97.57
20,2081,PANACEABIO,EQ,217459,80512,37.02
20,2082,PANAMAPET,EQ,60637,30592,50.45
20,2083,PANSARI,EQ,4649,2604,56.01
20,2084,PAR,EQ,341908,71680,20.96
20,2085,PARACABLES,EQ,811901,450412,55.48
20,2086,PARADEEP,EQ,2437086,909063,37.30
20,2087,PARAGMILK,EQ,180233,86975,48.26
20,2088,PARAMATRIX,SM,19200,12000,62.50
20,2089,PARAMOUNT,ST,6000,3600,60.00
20,2090,PARAMPARA,SM,8000,8000,100.00
20,2091,PARAS,EQ,708436,171456,24.20
20,2092,PARASPETRO,EQ,203581,184187,90.47
20,2093,PARIN,SM,5000,4250,85.00
20,2094,PARKHOSPS,EQ,4944045,2554046,51.66
20,2095,PARKHOTELS,EQ,112901,57676,51.09
20,2096,PARTH,ST,6800,6400,94.12
20,2097,PASHUPATI,EQ,26288,12190,46.37
20,2098,PATANJALI,EQ,7624401,2339630,30.69
20,2099,PATELENG,EQ,4607958,2724055,59.12
20,2100,PATELRMART,EQ,353443,48484,13.72
20,2101,PATILAUTOM,ST,42600,41400,97.18
20,2102,PAUSHAKLTD,EQ,18351,10216,55.67
20,2103,PAYTM,EQ,2071323,703874,33.98
20,2104,PCBL,EQ,1015972,348283,34.28
20,2105,PCCL,SM,5600,4000,71.43
20,2106,PCJEWELLER,EQ,487726969,120519613,24.71
20,2107,PDMJEPAPER,EQ,30537,21127,69.18
20,2108,PDSL,EQ,179438,53327,29.72
20,2109,PELATRO,SM,4800,3300,68.75
20,2110,PENIND,EQ,250901,128593,51.25
20,2111,PENTAGON,SM,1000,1000,100.00
20,2112,PERSISTENT,EQ,532124,214916,40.39
20,2113,PETRONET,EQ,1305150,731249,56.03
20,2114,PFC,EQ,12783074,6808653,53.26
20,2115,PFIZER,EQ,32731,13771,42.07
20,2116,PFOCUS,EQ,1198298,786606,65.64
20,2117,PFS,EQ,262228,166534,63.51
20,2118,PGEL,EQ,2127676,833128,39.16
20,2119,PGHH,EQ,21903,16643,75.99
20,2120,PGHL,EQ,6998,4324,61.79
20,2121,PGIL,EQ,74672,24068,32.23
20,2122,PGINVIT,IV,1284914,1116486,86.89
20,2123,PHANTOMFX,SM,5100,4500,88.24
20,2124,PHARMABEES,EQ,6519374,3821698,58.62
20,2125,PHOENIXLTD,EQ,590982,379104,64.15
20,2126,PHOGLOBAL,SM,10000,6000,60.00
20,2127,PICCADIL,EQ,478185,230437,48.19
20,2128,PIDILITIND,EQ,1387673,1006062,72.50
20,2129,PIGL,EQ,43472,23471,53.99
20,2130,PIIND,EQ,79566,44796,56.30
20,2131,PILANIINVS,EQ,511,363,71.04
20,2132,PINELABS,EQ,10141490,4687950,46.23
20,2133,PIONEEREMB,EQ,7048,6471,91.81
20,2134,PIONRINV,EQ,352209,115395,32.76
20,2135,PIRAMALFIN,EQ,1440419,540376,37.52
20,2136,PITTIENG,EQ,35052,22645,64.60
20,2137,PIXTRANS,EQ,18164,6369,35.06
20,2138,PKTEA,EQ,37,32,86.49
20,2139,PLADAINFO,SM,3000,3000,100.00
20,2140,PLASTIBLEN,EQ,110376,55214,50.02
20,2141,PLATIND,EQ,55419,28284,51.04
20,2142,PML,EQ,252,98,38.89
20,2143,PNB,EQ,14161891,5852169,41.32
20,2144,PNBGILTS,EQ,1209240,387439,32.04
20,2145,PNBHOUSING,EQ,464219,237159,51.09
20,2146,PNC,EQ,6238,4874,78.13
